offset,acc,n,subject
3.75,0.42857142857142855,14,50
4.0,0.42857142857142855,14,50
0.5,0.35714285714285715,14,51
0.75,0.35714285714285715,14,51
1.0,0.42857142857142855,14,51
1.25,0.2857142857142857,14,51
1.5,0.42857142857142855,14,51
1.75,0.42857142857142855,14,51
2.0,0.5,14,51
2.25,0.6428571428571429,14,51
2.5,0.42857142857142855,14,51
2.75,0.5,14,51
3.0,0.42857142857142855,14,51
3.25,0.5,14,51
3.5,0.5,14,51
3.75,0.42857142857142855,14,51
4.0,0.42857142857142855,14,51
0.5,0.5,14,52
0.75,0.42857142857142855,14,52
1.0,0.5714285714285714,14,52
1.25,0.5714285714285714,14,52
1.5,0.5714285714285714,14,52
1.75,0.5,14,52
2.0,0.7142857142857143,14,52
2.25,0.7142857142857143,14,52
2.5,0.7857142857142857,14,52
2.75,0.5714285714285714,14,52
3.0,0.7142857142857143,14,52
3.25,0.7857142857142857,14,52
3.5,0.7142857142857143,14,52
3.75,0.6428571428571429,14,52
4.0,0.6428571428571429,14,52
0.5,0.6428571428571429,14,53
0.75,0.6428571428571429,14,53
1.0,0.6428571428571429,14,53
1.25,0.5714285714285714,14,53
1.5,0.7142857142857143,14,53
1.75,0.9285714285714286,14,53
2.0,0.7857142857142857,14,53
2.25,0.7857142857142857,14,53
2.5,0.7857142857142857,14,53
2.75,0.7142857142857143,14,53
3.0,0.7857142857142857,14,53
3.25,0.7857142857142857,14,53
3.5,0.7857142857142857,14,53
3.75,0.7857142857142857,14,53
4.0,0.7857142857142857,14,53
0.5,0.6428571428571429,14,54
0.75,0.5714285714285714,14,54
1.0,0.5,14,54
1.25,0.6428571428571429,14,54
1.5,0.7142857142857143,14,54
1.75,0.5,14,54
2.0,0.7142857142857143,14,54
2.25,0.7142857142857143,14,54
2.5,0.7857142857142857,14,54
2.75,0.6428571428571429,14,54
3.0,0.7142857142857143,14,54
3.25,0.8571428571428571,14,54
3.5,0.7857142857142857,14,54
3.75,0.7142857142857143,14,54
4.0,0.7142857142857143,14,54
0.5,0.7142857142857143,14,55
0.75,0.7142857142857143,14,55
1.0,0.7142857142857143,14,55
1.25,0.6428571428571429,14,55
1.5,0.7142857142857143,14,55
1.75,0.7142857142857143,14,55
2.0,0.8571428571428571,14,55
2.25,0.8571428571428571,14,55
2.5,0.9285714285714286,14,55
2.75,0.9285714285714286,14,55
3.0,0.9285714285714286,14,55
3.25,0.8571428571428571,14,55
3.5,0.9285714285714286,14,55
3.75,0.7857142857142857,14,55
4.0,0.7857142857142857,14,55
0.5,0.5714285714285714,14,56
0.75,0.5714285714285714,14,56
1.0,0.5714285714285714,14,56
1.25,0.7142857142857143,14,56
1.5,0.7142857142857143,14,56
1.75,0.7857142857142857,14,56
2.0,0.7857142857142857,14,56
2.25,0.8571428571428571,14,56
2.5,0.7857142857142857,14,56
2.75,0.7142857142857143,14,56
3.0,0.7857142857142857,14,56
3.25,0.7142857142857143,14,56
3.5,0.7857142857142857,14,56
3.75,0.7142857142857143,14,56
4.0,0.7142857142857143,14,56
0.5,0.5714285714285714,14,57
0.75,0.5,14,57
1.0,0.42857142857142855,14,57
1.25,0.42857142857142855,14,57
1.5,0.35714285714285715,14,57
1.75,0.35714285714285715,14,57
2.0,0.35714285714285715,14,57
2.25,0.5,14,57
2.5,0.5714285714285714,14,57
2.75,0.5,14,57
3.0,0.42857142857142855,14,57
3.25,0.5,14,57
3.5,0.5714285714285714,14,57
3.75,0.7142857142857143,14,57
4.0,0.6428571428571429,14,57
0.5,0.6428571428571429,14,58
0.75,0.7857142857142857,14,58
1.0,0.7857142857142857,14,58
1.25,0.7857142857142857,14,58
1.5,0.7857142857142857,14,58
1.75,0.7142857142857143,14,58
2.0,0.5714285714285714,14,58
2.25,0.7142857142857143,14,58
2.5,0.6428571428571429,14,58
2.75,0.42857142857142855,14,58
3.0,0.5,14,58
