subject,n_train,n_test,best_offset,best_acc,acc_at_end,itr_bits_min,rest_fpr,n_rest_windows
65,31,14,2.5,0.9285714285714286,0.7142857142857143,15.090424160618985,0.8803418803418803,117
66,31,14,1.0,0.6428571428571429,0.5,3.5828424797621383,0.8034188034188035,117
67,31,14,4.0,0.5714285714285714,0.5714285714285714,0.22157795948622716,0.5042735042735043,117
68,31,14,1.75,0.6428571428571429,0.42857142857142855,2.047338559864079,0.9487179487179487,117
69,31,14,3.0,0.6428571428571429,0.5,1.1942808265873794,0.9743589743589743,117
70,31,14,1.5,0.8571428571428571,0.7142857142857143,16.3330888567069,0.9316239316239316,117
71,31,14,0.5,0.5714285714285714,0.5,1.7726236758898173,0.8888888888888888,117
72,31,14,3.0,0.8571428571428571,0.8571428571428571,8.16654442835345,0.9145299145299145,117
73,31,14,3.0,0.7857142857142857,0.7142857142857143,5.008094854810402,0.9658119658119658,117
74,31,14,1.25,0.7142857142857143,0.35714285714285715,6.5702127088017175,0.05128205128205128,117
75,31,14,1.75,0.9285714285714286,0.5714285714285714,21.557748800884266,0.8632478632478633,117
76,31,14,0.5,0.42857142857142855,0.42857142857142855,0.0,0.9829059829059829,117
77,31,14,0.5,0.5714285714285714,0.5,1.7726236758898173,0.9487179487179487,117
78,31,14,2.25,0.7857142857142857,0.5714285714285714,6.677459806413869,0.811965811965812,117
79,31,14,3.5,0.6428571428571429,0.5714285714285714,1.0236692799320395,0.905982905982906,117
80,31,14,0.5,0.7857142857142857,0.5,30.04856912886241,0.9230769230769231,117
81,31,14,0.75,0.7142857142857143,0.42857142857142855,10.95035451466953,0.8974358974358975,117
82,31,14,2.5,0.7142857142857143,0.42857142857142855,3.2851063544008587,0.8632478632478633,117
83,31,14,0.5,0.7142857142857143,0.5,16.425531772004295,0.9230769230769231,117
84,31,14,3.0,0.6428571428571429,0.5714285714285714,1.1942808265873794,0.8717948717948718,117
85,31,14,1.25,0.9285714285714286,0.5,30.18084832123797,0.9401709401709402,117
86,31,14,2.0,0.7857142857142857,0.5,7.512142282215603,0.42735042735042733,117
87,31,14,0.75,0.5714285714285714,0.5,1.1817491172598782,0.9743589743589743,117
89,31,14,1.5,0.6428571428571429,0.42857142857142855,2.388561653174759,0.9487179487179487,117
90,31,14,3.25,0.6428571428571429,0.5,1.1024130706960427,0.9316239316239316,117
91,31,14,2.5,0.6428571428571429,0.5714285714285714,1.4331369919048553,0.8461538461538461,117
93,31,14,4.0,0.7142857142857143,0.7142857142857143,2.053191471500537,0.9829059829059829,117
94,31,14,3.5,0.7857142857142857,0.6428571428571429,4.29265273269463,0.8547008547008547,117
95,31,14,0.5,0.5,0.5,0.0,1.0,117
96,31,14,4.0,0.7142857142857143,0.7142857142857143,2.053191471500537,0.9829059829059829,117
97,31,14,0.75,0.7857142857142857,0.6428571428571429,20.032379419241607,0.8034188034188035,117
98,31,14,2.5,0.7142857142857143,0.7142857142857143,3.2851063544008587,0.8888888888888888,117
99,31,14,4.0,0.6428571428571429,0.6428571428571429,0.8957106199405346,0.8888888888888888,117
101,31,14,0.5,0.6428571428571429,0.35714285714285715,7.165684959524277,0.9743589743589743,117
102,31,14,2.25,0.8571428571428571,0.5,10.888725904471267,0.9829059829059829,117
103,31,14,0.5,0.5714285714285714,0.42857142857142855,1.7726236758898173,0.7008547008547008,117
